Company,Job,Listing Date,Location,Work Type,Teaser job,Job ID,Classification,Sub Classification,Job_URL,Classification_encoded,Cluster
,AKUNTAN,2 hari yang lalu,"Tamalanrea, Sulawesi Selatan",Full time,Terlibat dalam perusahaan yang sedang berkembang. Tunjangan dan lingkungan kerja yang kompetitif. Peluang pengembangan karier yang menjanjikan.,81720152,Akuntansi,Pembukuan & Akuntansi Praktik Kecil,https://id.jobstreet.com/id/job/81720152,1,1
,F&B Service,15 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,BPJS Kesehatan dan Ketenagakerjaan,81449202,Hospitaliti & Pariwisata,Lainnya,https://id.jobstreet.com/id/job/81449202,5,1
Lippo Karawaci,Sales Legal Administration - Makassar,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Outstanding opportunity for experienced Corporate Legal Counsel to contribute to leading property developer's success. Attractive benefits package.,81332196,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81332196,0,1
,ADMIN SALES,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Deskripsi Pekerjaan: Mengelola semua aktivitas administrasi yang terkait dengan pemesanan online, program big order, dan pengelolaan komplain pelan...",81280395,Administrasi & Dukungan Perkantoran,Administrasi Klien & Penjualan,https://id.jobstreet.com/id/job/81280395,0,1
,Accounting & Finance,10 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Selain Gaji Bulanan, Bonus Penjualan Bulanan, THR dan tunjangan BPJS diperoleh oleh karyawan",81534935,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81534935,1,1
,Crew Outlet,15 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,- Menjalankan operasional sesuai SOP - Menerima dan melayani customer - Menjaga kebersihan dan kerapihan outlet - Membuat laporan harian - Pria/Wan...,81476779,Hospitaliti & Pariwisata,Pelayan,https://id.jobstreet.com/id/job/81476779,5,1
Sinar Galesong Pratama,Branch Manager,29 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,This position is needed to ensure all branch areas operate in line with the goals of the head office.,81094846,CEO & Manajemen Umum,Manajer Umum/Unit Bisnis,https://id.jobstreet.com/id/job/81094846,2,1
PT Suracojaya Abadimotor,Staff Project Officer,21 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Dapat membuat RAB untuk new Building dan Maintenance,81299140,Konstruksi,Lainnya,https://id.jobstreet.com/id/job/81299140,9,1
CV Ruang Karya Indonesia,Pengawas Proyek,25 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Tiga Empatbelas merupakan perusahaan yang bergerak dibidang interior, Design, & Bangunan. berdiri sejak tahun 2016-sekarang",81189426,Konstruksi,Mandor/Supervisor,https://id.jobstreet.com/id/job/81189426,9,1
Borwita Citra Prima,BRANCH OPERATION SUPERVISOR,8 hari yang lalu,"Wara, Sulawesi Selatan",Full time,"Memiliki pengalaman di bidang logistik sebagai supervisor minimal 2 tahun atau staff minimal 5 tahun
Memiliki kemampuan problem solving yang baik
M...",81631546,"Manufaktur, Transportasi & Logistik",Pemimpin Tim/Supervisor,https://id.jobstreet.com/id/job/81631546,10,1
,Helper Warehouse,24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Menerima dan memproses barang yang masuk ke dalam gudang - Memastikan kualitas barang yang diterima tidak rusak ataupun cacat - Menimbang dan mengh...,81251778,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81251778,10,1
,Kasir,1 hari yang lalu,"Gowa, Sulawesi Selatan",Full time,Menerima pembayaran dan pengembalian uang customer - Melakukan cek uang - Mengelola keluar masuk uang harian - Membuat laporan harian - Wanita - Ta...,81747940,Hospitaliti & Pariwisata,Asisten & Staf Dapur,https://id.jobstreet.com/id/job/81747940,5,1
Kharisma Potensia Indonesia,Kurir Motor area Makassar Sulawesi Selatan,9 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,- Menjadi courier untuk pengiriman logistik berupa produk HP ke toko-toko mitra maupun ke customer; - Memastikan produk di distribusikan dengan bai...,81626040,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81626040,10,1
PT. Makassar Tamparang Niaga,Finance Blueray Cargo Makassar,29 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Karir di perusahaan logistik terpercaya - tunjangan kompetitif, pelatihan pengembangan, lingkungan kerja dinamis",81104757,Akuntansi,Pegawai/Staf Akuntansi,https://id.jobstreet.com/id/job/81104757,1,1
,"Lead Host - Front Office, Hyatt Place Makassar",30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"You will be responsible for the efficient running of the department in line with Hyatt International's Corporate Strategies and brand standards, wh...",80283813,Administrasi & Dukungan Perkantoran,Manajemen Perkantoran,https://id.jobstreet.com/id/job/80283813,0,1
Kurniawan Group,Operator Teknisi,12 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Memastikan Operasional produksi botol berjalan lancar,81495460,"Manufaktur, Transportasi & Logistik",Operator Mesin,https://id.jobstreet.com/id/job/81495460,10,1
Carissa Mega Pesona,Team Leader,4 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Melakukan penjualan langsung kepada pelanggan, memantau tim yang berada di area",81664335,"Manufaktur, Transportasi & Logistik",Pemimpin Tim/Supervisor,https://id.jobstreet.com/id/job/81664335,10,1
Accor,Assistant Reservation Manager,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,The centrally-located Novotel Makassar Grand Shayla provides everything the discerning traveller looks for in a hotel. After a day's work in the bu...,80805444,Hospitaliti & Pariwisata,Reservasi,https://id.jobstreet.com/id/job/80805444,5,1
,GREETER - RESTO CONCEPT (MAKASSAR),30+ hari yang lalu,Sulawesi Selatan,Full time,Making a guest feel welcomed and work closely with the staff to meet the needs of their guest & handling reservation procedure. Will be stationed a...,79734666,Hospitaliti & Pariwisata,Layanan Kantor Depan & Tamu,https://id.jobstreet.com/id/job/79734666,5,1
,Medical Representative,19 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Umroh bagi karyawan berprestasi,81331250,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81331250,7,1
Sekarguna Medicals,Alkes Sales Officer Area (Penempatan Makassar),9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Kualifikasi : Usia maksimal 35 tahun Pendidikan minimal D3 Semua Jurusan Pengalaman kerja sebagai sales/marketing obat atau alkes minimal 2 tahun ...,81586108,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81586108,7,1
CV Ruang Karya Indonesia,Graphic Designer,9 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Menciptakan konten visual menarik untuk meningkatkan daya tarik brand, berkolaborasi, dan menghasilkan desain inovatif sesuai tujuan perusahaan.",81587275,Desain & Arsitektur,Desain Graifs,https://id.jobstreet.com/id/job/81587275,4,1
Asaba,Technical Support,25 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Grow your tech support skills and excel in a dynamic, supportive team. Competitive benefits, professional development.",81177949,Keterampilan & Jasa,Teknisi,https://id.jobstreet.com/id/job/81177949,8,1
,Guest Experience Expert,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Our jobs aren’t just about giving guests a smooth check-in and check-out. Instead, we want to build and experience that is memorable and unique. Ou...",79487339,Hospitaliti & Pariwisata,Layanan Kantor Depan & Tamu,https://id.jobstreet.com/id/job/79487339,5,1
Pengiklan Anonim,SUPERVISOR,21 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Kami perusahaan yang bergerak di bidang industri furniture berskala nasional yang telah berpengalaman lebih dari 25 tahun,81301000,Konstruksi,Mandor/Supervisor,https://id.jobstreet.com/id/job/81301000,9,1
,Staff Administrasi,1 hari yang lalu,"Bone, Sulawesi Selatan",Full time,- Menjawab dan mengarahkan panggilan telepon - Mengatur dan menjadwalkan janji - Merencanakan rapat dan buat notulen detail - Menulis dan mendistri...,81748304,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81748304,0,1
,TIM KASIR,16 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"- mampu mengoperasikan applikasi kasir POS - berpenampilan menarik, teliti dan disiplin - membuat pesanan donat (topping donat) Deskripsi kerja : -...",81463761,Hospitaliti & Pariwisata,Asisten & Staf Dapur,https://id.jobstreet.com/id/job/81463761,5,1
,LEADER WAREHOUSE PT GOLQI SUKSES MULIA,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Deskripsi Pekerjaan: - Mengawasi dan mengontrol proses produksi - Menjaga kualitas hasil produksi - Menentukan target bahan yang akan diproduksi Ku...,81398539,Hospitaliti & Pariwisata,Chef/Koki,https://id.jobstreet.com/id/job/81398539,5,1
Accor,Reservation Supervisor,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,The centrally-located Novotel Makassar Grand Shayla provides everything the discerning traveller looks for in a hotel. After a day's work in the bu...,80805451,Hospitaliti & Pariwisata,Manajemen,https://id.jobstreet.com/id/job/80805451,5,1
PT Makassar Kulina Utama,Butcher / Operator Mesin Pemotong Daging,4 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Bergabung dengan pemimpin industri daging terkemuka dengan lingkungan kerja yang aman, bersih dan mendukung. Manfaat menarik dan peluang karir.",81662617,"Manufaktur, Transportasi & Logistik",Operator Mesin,https://id.jobstreet.com/id/job/81662617,10,1
Kebab Bosman,Outlet Crew,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Menjalankan operasional sesuai SOP - Menerima dan melayani customer - Menjaga kebersihan dan kerapihan outlet - Membuat laporan harian - Pria/Wan...,81398147,Hospitaliti & Pariwisata,Pelayan,https://id.jobstreet.com/id/job/81398147,5,1
Agro Boga Utama,Driver Truk Luar Kota (Makassar),11 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"PT Agro Boga Utama perusahaan importir & distributor yang menyediakan berbagai produk beku seperti daging sapi, ayam, kerbau, hasil laut, kentang dll",81522287,"Manufaktur, Transportasi & Logistik","Kurir, Sopir & Jasa Pos",https://id.jobstreet.com/id/job/81522287,10,1
Global Unggul Mandiri,Kurir Motor,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"- Memuat, mengangkut, dan mengirimkan barang menggunakan sepeda motor ke tempat tujuan dengan aman dan tepat waktu - Meninjau pesanan sebelum dan s...",81747989,"Manufaktur, Transportasi & Logistik","Kurir, Sopir & Jasa Pos",https://id.jobstreet.com/id/job/81747989,10,1
Siloam Hospitals Group,Purchasing Staff (Makassar),8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Qualification: Candidate must possess at least Bachelor's Degree in Pharmacy At least 1 year(s) of working experience in hospital Preferably staff...,81620230,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/81620230,10,1
PT Syaharani,ADMIN PENJUALAN,1 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Admin Penjualan / Gudang (Distributor alat kesehatan),81737748,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81737748,0,1
PT Wira Kusuma,Staff Accounting,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Tugas dan Tanggung Jawab : Menyelenggarakan pembukuan secara akuntansi atas transaksi perusahaan secara tepat, sistematis, dan akurat",81590079,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81590079,1,1
Pengiklan Anonim,Branch Manager - Makassar,18 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Assess local market conditions and identify current and prospective sales opportunities to achieve sales target.,81350707,Keterampilan & Jasa,Tata Rambut & Kecantikan,https://id.jobstreet.com/id/job/81350707,8,1
Berkat Anugerah Sources,Admin Finance (Placement : Makassar),10 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Admin Finance,81565301,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81565301,1,1
,Marketing Klinik STWC Makassar,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Klinik spesialis proctology pelayanan terlengkap dengan 7 cabang yang tersebar di Indonesia,81394130,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81394130,7,1
,Staff Produksi,14 hari yang lalu,"Rappocini, Sulawesi Selatan",Full time,"Bergabunglah dengan tim kami di Easy Laundry Makassar! Nikmati gaji kompetitif, tunjangan, dan lingkungan kerja yang dinamis.",81473998,Keterampilan & Jasa,Buruh,https://id.jobstreet.com/id/job/81473998,8,1
,Graphic Designer,6 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Kualifikasi: 1. Minimal pendidikan D3/S1 Desain Komunikasi Visual (DKV), Seni, atau jurusan terkait (terbuka untuk latar belakang lain jika memilik...",81662789,Desain & Arsitektur,Desain Graifs,https://id.jobstreet.com/id/job/81662789,4,1
Miracle Aesthetic Clinic,Beauty Therapist,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Memberikan pelayanan aesthetic,81322192,Hospitaliti & Pariwisata,Lainnya,https://id.jobstreet.com/id/job/81322192,5,1
,Office Staff,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini Pelamar harus memiliki KTP Mulai segera tersedia Select and purchase raw material...,81589956,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/81589956,10,1
Graha Layar Prima,Cinema Supervisor (Makassar),12 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,Responsible for all aspects of cinema operations including development of the business Improvement and maintenance of standards Responsible for...,81499606,Hospitaliti & Pariwisata,Manajemen,https://id.jobstreet.com/id/job/81499606,5,1
PT Central Rezeki Agrindotama,Kabag Keuangan dan Administrasi,11 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Kabag Keuangan&Admin, min lulusan D3 akuntansi/manajemen, bersedia dinas di cbg luar kota, dipersilahkan pelamar dari lain terkhusus wilayah Medan.",81524931,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81524931,1,1
Ciputra Nusantara,Quantity Surveyor (Makassar),9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Minimum Qualification :  Bachelor’s degree in Civil Engineering Minimum GPA of 3 (scale of 4) Minimum 1 years work experience in related fields...,81591574,Konstruksi,Survey,https://id.jobstreet.com/id/job/81591574,9,1
United Waru Biscuit Manufactory,Operational Manager,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Oversee efficient ops at Branch Office. Excellent benefits & development opportunities. Apply now!,81392466,"Manufaktur, Transportasi & Logistik",Manajemen,https://id.jobstreet.com/id/job/81392466,10,1
,Accounting & Tax,14 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mencatat dan mengelola semua transaksi keuangan perusahaan. Menyusun laporan keuangan, seperti neraca, laba rugi, dan arus kas, menghitung Pajak.",81473967,Akuntansi,Perpajakan,https://id.jobstreet.com/id/job/81473967,1,1
Qualita Indonesia,TEKNISI MESIN EDC (Freelance) KAB JENEPONTO - SULAWESI SELATAN,3 hari yang lalu,"Jeneponto, Sulawesi Selatan",Paruh waktu,1. Melakukan aktivasi dan maintenance mesin EDC. 2. Bekerja secara mobile sehingga membutuhkan kendaraan pribadi (motor). 3. Memiliki Telepon gengg...,81724366,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81724366,10,1
Yayasan Mice,Perawat,1 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Perawat berpengalamin di Makassar, gaji kompetitif dan tunjangan kesehatan menarik. Bergabung dengan organisasi nirlaba yang berdampak!",81735346,Kesehatan & Medis,Spesialis Medis,https://id.jobstreet.com/id/job/81735346,7,1
Little Joy Indonesia,Sales Admin,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Enter and retrieve information contained in computer databases using a keyboard, mouse, or trackball to update records, files, reservations, and an...",79057060,Hospitaliti & Pariwisata,Manajemen,https://id.jobstreet.com/id/job/79057060,5,1
Four Points,Public Area Supervisor,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Inspect guest rooms, public areas, pool, etc. after being cleaned by Housekeeper to ensure quality standards. Run sold room reports, verify room st...",79487224,Hospitaliti & Pariwisata,Tata Graha,https://id.jobstreet.com/id/job/79487224,5,1
,Kurir Delivery,2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"1. Bertanggung jawab terhadap Pickup dan delivery paket
2. Bertanggung jawab terhadap kecepatan dan ketepatan delivery
Syarat:
1. Memiliki SIM C & ...",81721411,"Manufaktur, Transportasi & Logistik","Kurir, Sopir & Jasa Pos",https://id.jobstreet.com/id/job/81721411,10,1
,Kurir,4 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Nb: semua harus aktif,memiliki kendaraan pribadi,memiliki Hp Anroid (Ram 3gb)",81703751,"Manufaktur, Transportasi & Logistik","Kurir, Sopir & Jasa Pos",https://id.jobstreet.com/id/job/81703751,10,1
,Kitchen Crew,6 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Memasak makanan sesuai resep - Membersihkan semua piring, tempat kerja, peralatan memasak, dan area penyimpanan sesuai dengan peraturan keamanan pa...",81662394,Hospitaliti & Pariwisata,Asisten & Staf Dapur,https://id.jobstreet.com/id/job/81662394,5,1
Lippo Karawaci,Project Inspector - Makassar,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Job Description: Collect historical cost data to estimate costs for current or future products Consult with clients, vendors, personnel in other...",81332088,Konstruksi,Manajemen Proyek,https://id.jobstreet.com/id/job/81332088,9,1
PT Nusantara Ekspres Kilat,"Shift Lead - SPX Express (Kab. Maros, Kab. Bulukumban - Sulawesi Selatan)",8 hari yang lalu,Sulawesi Selatan,Kontrak,Memantau dan memastikan pengiriman barang tepat waktu mulai dari pengambilan hingga pengantaran ke customer,81622598,"Manufaktur, Transportasi & Logistik",Pemimpin Tim/Supervisor,https://id.jobstreet.com/id/job/81622598,10,1
PT Tigalapan Sukses Indonesia,Production Planing & Inventory Control (PPIC),1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Production Planning & Inventory Control berperan penting dalam merencanakan, mengontrol produksi serta persediaan berjalan efisien sesuai permintaan.",81731826,"Manufaktur, Transportasi & Logistik","Produksi, Perencanaan & Penjadwalan",https://id.jobstreet.com/id/job/81731826,10,1
Mutiara Property,SENIOR ARCHITECT,8 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Benefits:
Gaji Pokok
Tunjangan Hari Raya 
BPJS Kesehatan dan Ketenagakerjaan
Cuti Tahunan",81619691,Desain & Arsitektur,Arsitektur,https://id.jobstreet.com/id/job/81619691,4,1
,Head Chef,5 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Jika anda adalah orang yang mudah beradaptasi, jujur, menyukai tantangan untuk mengembangkan sesuatu dan konsisten, segera kirimkan lamaran CV anda.",81642030,Hospitaliti & Pariwisata,Chef/Koki,https://id.jobstreet.com/id/job/81642030,5,1
Accor,Sales Manager JSO,30+ hari yang lalu,"Makassar, Sulawesi Selatan",Full time,The centrally-located Novotel Makassar Grand Shayla provides everything the discerning traveller looks for in a hotel. After a day's work in the bu...,80805415,CEO & Manajemen Umum,Manajer Umum/Unit Bisnis,https://id.jobstreet.com/id/job/80805415,2,1
Tiens Indonesia,Product Trainer,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Membuat materi dan melakukan training mengenai produk kesehatan di depan umum,81159046,Kesehatan & Medis,Perangkat Farmasi & Medis,https://id.jobstreet.com/id/job/81159046,7,1
Jaya Fermex,Assistant Technical Baker - Makassar,23 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Assistant Technical Baker - Makassar,81237022,Keterampilan & Jasa,Baker & Chef Pastry,https://id.jobstreet.com/id/job/81237022,8,1
Byorange,Kurir (Sulawesi Barat),30+ hari yang lalu,"Bone, Sulawesi Selatan",Full time,"byOrange mencari kurir untuk salahsatu portofolio company logistiknya. Berikut adalah detail pekerjaannya:
Deskripsi Pekerjaaan:
Mengambil barang a...",79662449,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/79662449,10,1
,Baker,9 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mendesain dan mengembangkan resep kue, roti, dsb. - Mengukur dan menggabungkan bahan dengan menggunakan mixer, blender, alat-alat pemanas, dan pera...",81627133,Keterampilan & Jasa,Buruh,https://id.jobstreet.com/id/job/81627133,8,1
Pengiklan Anonim,Medical Sales Representative,8 hari yang lalu,"Palopo, Sulawesi Selatan",Full time,Melakukan kunjungan rutin terhadap outlet yang sudah dijadwalkan,81623680,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81623680,7,1
OneMed,Area Sales Manager ( OTC ),1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,IHSG adalah perusahaan distribusi alat Kesehatan dengan jaringan terluas di Indonesia yang mengutamakan kualitas dan pelayanan terbaik.,81739627,Kesehatan & Medis,Penjualan,https://id.jobstreet.com/id/job/81739627,7,1
Siloam Hospitals Group,Apoteker (Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Memberikan pelayanan obat, memastikan pengelolaan dan penggunaan obat sesuai dengan standar, kebijakan, hukum, dan regulasi yang berlaku.",81720072,Kesehatan & Medis,Farmasi,https://id.jobstreet.com/id/job/81720072,7,1
Lazuna Chicken,SUPERVISOR LOGISTIK,24 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Merencanakan, mengkoordinir, dan memonitor pengelolaan gudang dan proses distribusi barang secara efektif, efisien, dan akurat.",81211143,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81211143,10,1
PT Maccon Generasi Mandiri,Finance Staff,17 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Mengelola keuangan, memproses data informasi keuangan, analisa keuangan dan membuat laporan keuangan",81391177,Akuntansi,Akuntansi & Pelaporan Finansial,https://id.jobstreet.com/id/job/81391177,1,1
Bringin Karya Sejahtera,Site Manager (Penempatan Proyek Somba Opu Makassar),8 hari yang lalu,"Somba Opu, Sulawesi Selatan",Full time,PT. BRINGIN KARYA SEJAHTERA (BKS) adalah salah satu Perusahaan Anak Dana Pensiun BRI yang bergerak dalam Bidang Konstruksi...,81612454,Konstruksi,Mandor/Supervisor,https://id.jobstreet.com/id/job/81612454,9,1
Kamadjaja Logistics,Operation Manager Warehouse Makassar,19 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Proven experience in warehouse management or logistics / 3PL company,81328038,"Manufaktur, Transportasi & Logistik","Pergudangan, Penyimpanan & Distribusi",https://id.jobstreet.com/id/job/81328038,10,1
PT. Rekayasa Tata Udara,Procurement (Makassar),15 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,"Bertanggung jawab atas pengadaan barang dan jasa sesuai kebutuhan perusahaan, memastikan kualitas,harga terbaik,ketepatan waktu, dan pelayanan optimal",81447041,"Manufaktur, Transportasi & Logistik","Pembelian, Pengadaan & Inventaris",https://id.jobstreet.com/id/job/81447041,10,1
,Cleaning Service,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Pembersihan Rutin Pembersihan Ruangan dan Area Khusus Pengaturan dan Kerapihan Penanganan Limbah Perawatan Eksterior Notes: Perempuan/akhwat Sholat...,81178681,Keterampilan & Jasa,Jasa Kebersihan,https://id.jobstreet.com/id/job/81178681,8,1
DSAP Group,Kasie Admin,9 hari yang lalu,"Malili, Sulawesi Selatan",Kontrak,"Persyaratan : Pengalaman dibidangnya minimal 3 tahun, maksimal usia 35 tahun, Minimal lulusan Diploma III Ekonomi/Manajemen/Akunting.",81250747,Administrasi & Dukungan Perkantoran,Asisten Administratif,https://id.jobstreet.com/id/job/81250747,0,1
Beton Perkasa Wijaksana,SUPERVISI PROYEK,1 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,SUPERVISI PROYEK,81744586,Konstruksi,Mandor/Supervisor,https://id.jobstreet.com/id/job/81744586,9,1
Pengiklan Anonim,Sales Supervisor (Makassar),1 hari yang lalu,Sulawesi Selatan,Full time,Usia maksimal 30 tahun Lulusan minimal S1 semua jurusan Memiliki jiwa kepemimpinan &amp; strategi penjualan yang baik Memiliki kemampuan...,81730372,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81730372,21,2
PT Tigalapan Sukses Indonesia,Supervisor Sales,1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Sales & Operational SPV berperan penting dalam memastikan kelancaran proses penjualan dan berjalanannya strategi penjualan di perusahaan.,81731600,Ritel & Produk Konsumen,Manajemen – Area/Multi-lokasi,https://id.jobstreet.com/id/job/81731600,21,2
Siloam Hospitals Group,ICT Staff (Makassar),1 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,Support IT Operations.,81742556,Teknologi Informasi & Komunikasi,Meja Bantuan & Dukungan IT,https://id.jobstreet.com/id/job/81742556,25,2
Manulife,Sales Bancasurrance Area Makale,26 hari yang lalu,"Makale, Sulawesi Selatan",Full time,PT Asuransi Jiwa Manulife Indonesia membuka kesempatan berkarir di Manulife Bancassurance yang akan ditempatkan di Kantor Cabang Mitra Bank kami...,81156354,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81156354,21,2
Varnion Technology Semesta,Direct Sales,26 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,- Melakukan penjualan produk ke masyarakat - Memberikan pelayanan yang baik kepada pelanggan existing - Menjaga dan menjalin hubungan baik dengan p...,81179158,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81179158,21,2
FiberHome Telecommunication Technologies,Project Controller,17 hari yang lalu,Sulawesi Selatan,Full time,"Project Controller ftth, EMR, fiber optic, osp, OPM, RFSC, progress+GAP , update of permits+DRM progress in timely, FTTH",81402015,Teknik,Teknik Manajemen Proyek,https://id.jobstreet.com/id/job/81402015,24,2
Home Credit Indonesia,"Field Agent - Makassar, Pinrang, Parepare",27 hari yang lalu,Sulawesi Selatan,Full time,Tugas dan Tanggung Jawab : • Berkunjung ke rumah customer untuk melakukan kegiatan penagihan secara langsung kepada customer yang terlambat...,81125826,Real Estat & Properti,Penyewaan Rumah & Manajemen Properti,https://id.jobstreet.com/id/job/81125826,20,2
KKV International Indonesia,"Outdoor Captain- Store Manager Beneunder (Makassar, Medan, Bali)",24 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"If you're ready to be a part of Beneunder's exciting journey in Indonesia, apply now to become an Outdoor Captain!",81212164,Ritel & Produk Konsumen,Manajemen – Toko,https://id.jobstreet.com/id/job/81212164,21,2
Penguin Indonesia,HR Operations Supervisor (Makassar),2 hari yang lalu,"Makassar, Sulawesi Selatan",Full time,"Support management by developing, integrating, and implementing Company strategies that maximize employee and organizational effectiveness.",81719900,Sumber Daya Manusia & Perekrutan,Konsultasi & HR Umum,https://id.jobstreet.com/id/job/81719900,23,2
,Sales Spreading,26 hari yang lalu,"Makassar, Sulawesi Selatan",Kontrak,- Melakukan penjualan dan penyebaran produk ke customer baru - Membangun dan menjaga hubungan kekeluargaan yang baik dengan customer - Memberikan p...,81179028,Ritel & Produk Konsumen,Asisten Ritel,https://id.jobstreet.com/id/job/81179028,21,2
